Id,SalePrice
1555,166626.24426390836
1556,83540.16544002388
1557,103783.35982616454
1558,94004.68860248105
1559,72385.24010315086
1560,139313.59898111285
1561,142306.8020326656
1562,129011.49074048
1563,124787.38377877732
1564,152900.91338992747
1565,150150.9793674788
1566,259493.91483358832
1567,73691.64377483666
1568,231658.94363321253
1569,135315.48752165542
1570,136360.86264466945
1571,118239.74757596433
1572,145581.11005392837
1573,245691.6196833716
1574,116891.61619396762
1575,222171.50200341467
1576,235329.48262034607
1577,196656.3481112249
1578,149971.59338987683
1579,144215.04910202516
1580,187892.47214675267
1581,158571.64443753104
1582,128253.3591910688
1583,319535.9256572559
1584,224605.9296233728
1585,140505.53018065414
1586,69591.28739413412
1587,96483.27808260798
1588,147533.0765116702
1589,93536.32209514761
1590,131639.6015708746
1591,96277.6257828965
1592,115061.25370559136
1593,128161.97847354185
1594,136441.75817546205
1595,111689.6402802426
1596,252188.90099371187
1597,185171.5881176917
1598,202218.2215574591
1599,176141.50262161292
1600,169253.54886303472
1601,62870.42955004704
1602,110575.88250888081
1603,79260.53003251251
1604,266921.4956485888
1605,251516.44637650103
1606,169115.56915225936
1607,165025.279575709
1608,213734.31640634447
1609,198886.9499931734
1610,157515.05742172935
1611,137254.02169849604
1612,164980.04239991723
1613,158721.6948600741
1614,129104.50763852845
1615,92195.9598265295
1616,72469.13852387668
1617,90366.4421213072
1618,121480.55378786009
1619,136675.59153262316
1620,160220.5559904122
1621,130540.75907994455
1622,138666.05769954578
1623,286292.8132463271
1624,221121.23485386523
1625,126624.99985477637
1626,166053.8111438288
1627,187837.00268537717
1628,272769.390613895
1629,176970.61392952022
1630,348512.7023388738
1631,223630.09398921064
1632,240028.58921519588
1633,166930.8020505894
1634,191951.183401258
1635,179389.3936365934
1636,153521.84994406183
1637,200011.99019366858
1638,189455.67196373074
1639,178313.31199437613
1640,255181.22151103237
1641,178100.36160238547
1642,240454.58518998168
1643,227031.9629945854
1644,237658.30943955286
1645,191092.99179398152
1646,158589.65917036904
1647,156520.42984466054
1648,130136.61692293943
1649,138864.48827439413
1650,114335.51553145869
1651,120744.6336893081
1652,99056.4027796226
1653,102431.89468715411
1654,151789.8400948985
1655,147472.98467034992
1656,147549.69163843026
1657,154636.1916484064
1658,153473.05868609462
1659,127234.0785321668
1660,157099.60498168803
1661,447281.4519272097
1662,434742.39480059105
1663,396022.38735593046
1664,453778.9873561669
1665,302461.41304932954
1666,335248.65554608573
1667,375916.7667309527
1668,344329.6886814849
1669,310568.6123046322
1670,362124.00535643037
1671,244495.24210713888
1672,456878.0951536218
1673,285614.1288628295
1674,243561.53938036697
1675,185871.25245633163
1676,187191.31725401225
1677,226469.67773117355
1678,444915.81217591965
1679,397987.5824344946
1680,365415.02763156325
1681,255660.65321253618
1682,300220.46322854393
1683,180257.72481678321
1684,169068.576079343
1685,171890.14000832482
1686,168232.6968685555
1687,162614.07134219617
1688,192524.26049472447
1689,192724.45471683418
1690,190237.99523313044
1691,174538.38498983296
1692,277635.1215135295
1693,162684.1658401048
1694,183024.93626877767
1695,166858.32273011006
1696,285852.8526293215
1697,172086.70231427564
1698,352550.82239713625
1699,315356.6914167794
1700,242289.23687644975
1701,265102.2917647835
1702,242172.85666478155
1703,257498.21497773175
1704,278597.00319495396
1705,233542.97991699443
1706,387864.7513487327
1707,222054.91462797488
1708,214219.15436018351
1709,277995.85428610176
1710,224645.42774114117
1711,259398.03117261594
1712,259443.4552520143
1713,269755.03166060464
1714,228205.5936463501
1715,210835.43060589043
1716,191913.17463470547
1717,178298.86266041116
1718,134066.37860894608
1719,199292.97416786186
1720,244504.57379594384
1721,167345.7499751146
1722,120054.834877578
1723,156064.9283525508
1724,225305.7336151268
1725,238782.98203568062
1726,184868.46206218473
1727,156586.94786920736
1728,170337.45889744954
1729,162522.5121878425
1730,156275.1433734818
1731,120514.92330165826
1732,135792.69067275646
1733,115320.32499904252
1734,115370.89561407299
1735,131803.99644046492
1736,119063.89255659834
1737,321882.1801034117
1738,223557.3288623182
1739,253152.8247421966
1740,222223.1781560456
1741,196938.89717494536
1742,172688.19410722982
1743,177099.27298391575
1744,319662.13483085565
1745,204521.82778414627
1746,195477.95607658869
1747,215412.87997936306
1748,224961.83512847364
1749,150878.51249442433
1750,126733.96973055604
1751,238430.6038542832
1752,121834.4014252439
1753,142826.9404311269
1754,183032.23319967272
1755,167741.88299565343
1756,129699.99159277779
1757,120966.95587250676
1758,143540.0838588151
1759,168781.98155261154
1760,161981.5222209721
1761,140260.9263038365
1762,181826.4229371217
1763,176032.95045906134
1764,119800.80880388511
1765,157684.61836019426
1766,177973.80783186332
1767,221643.5612690854
1768,145458.52890004625
1769,174002.7432798399
1770,159319.88635732056
1771,122461.20799988118
1772,132024.8112139352
1773,130756.48473033468
1774,137603.46595257256
1775,137860.33220513698
1776,119103.32152460497
1777,116417.43309018588
1778,138584.34287199329
1779,116085.69560471733
1780,177008.42815510015
1781,123592.99846531686
1782,90273.489387275
1783,137735.46599735532
1784,112483.02834688556
1785,118057.7376010239
1786,132939.9046425525
1787,169100.74171950907
1788,54190.71399720599
1789,100314.93369661814
1790,78718.07291587448
1791,182410.47298373838
1792,155636.1773165531
1793,134856.893174181
1794,150123.007525864
1795,135801.80086931327
1796,129645.51353704276
1797,117216.30915248391
1798,124039.42712256919
1799,111151.8945027037
1800,129135.76861894273
1801,126458.48667590987
1802,125250.28031792103
1803,148213.96163340908
1804,145227.20638732598
1805,140664.74363721075
1806,119832.98311412621
1807,127076.02736771156
1808,125083.59257074671
1809,123852.99846296919
1810,142473.92865438887
1811,96579.92189164157
1812,95403.07433282907
1813,118152.39355842168
1814,96535.55908885473
1815,54662.73733073502
1816,97488.11929278284
1817,110311.91165358445
1818,141057.10757517416
1819,127051.37320508648
1820,55324.072136184805
1821,116973.42036943848
1822,148526.30466423917
1823,40342.2301104183
1824,131950.43584143533
1825,139307.86557200292
1826,100876.65002723852
1827,101034.51741708082
1828,135775.97669038258
1829,123465.2082785654
1830,136830.6447919116
1831,153057.84751546275
1832,93318.03697952408
1833,141514.50086878703
1834,120276.8075791815
1835,134435.05035752422
1836,124076.60775052661
1837,93364.69859874407
1838,124536.45676726112
1839,97837.13593311518
1840,168326.75066652257
1841,147743.4155823546
1842,86796.3628567782
1843,127905.85694004872
1844,136191.36463917213
1845,144437.25057469177
1846,152751.4674955855
1847,162565.43064436762
1848,53284.79053409829
1849,107455.96148335142
1850,120064.00355827241
1851,156330.21716362727
1852,128124.82657036782
1853,139228.69569347333
1854,173581.124000956
1855,140191.2017940882
1856,222521.0178786879
1857,162087.6768359877
1858,141024.50157192152
1859,121069.0148734876
1860,155333.25495937883
1861,120569.93782930721
1862,300185.8093109535
1863,287862.5268788742
1864,287862.5268788742
1865,353575.41119731474
1866,351256.71345419576
1867,240497.7882327081
1868,300232.73666107276
1869,202255.4778307906
1870,222692.710472732
1871,248700.8824239423
1872,170355.77008632736
1873,233692.48366171023
1874,141853.21124917743
1875,198881.23847448788
1876,194733.79815710091
1877,212193.05585820065
1878,200138.74634585477
1879,132306.2609088401
1880,137851.628752988
1881,246526.94330584805
1882,246193.14162242142
1883,190240.90032364635
1884,210186.46344037785
1885,249708.1126916346
1886,297940.9892209269
1887,206461.95807023946
1888,275156.397048776
1889,165984.91853453108
1890,123743.87031441311
1891,138688.08727774187
1892,100061.31476823127
1893,125467.49219904268
1894,127679.16065841586
1895,134788.22939443283
1896,124103.11372749043
1897,115599.03489924695
1898,111639.66129240252
1899,154929.96319364055
1900,150134.29328502985
1901,174495.65773917237
1902,142232.31075078747
1903,212163.2863411589
1904,144231.15034440716
1905,195436.61480403453
1906,164961.65974661554
1907,212015.54118880746
1908,111379.89167093212
1909,134590.78335408279
1910,117608.45905952323
1911,213922.91821730955
1912,330582.9742986405
1913,144391.35908219518
1914,55824.14170076935
1915,339066.08832748374
1916,67933.13335915864
1917,258969.0099254057
1918,141381.86698314242
1919,173289.61260097864
1920,143847.82238876534
1921,426178.9690096597
1922,329912.5018741646
1923,218054.8079208117
1924,224387.393864109
1925,197654.8982645689
1926,405888.3385445081
1927,132670.41191920507
1928,150620.43732511954
1929,124855.4815947471
1930,131125.3886268124
1931,145782.2547677925
1932,131701.08502918508
1933,175543.41674289719
1934,182791.29149713277
1935,172367.2592600611
1936,186290.70975127537
1937,181316.27963965904
1938,170881.04374169314
1939,247760.62210908814
1940,179895.52685339857
1941,177748.93010104366
1942,184773.964919441
1943,205557.61856585025
1944,358752.2612553524
1945,402031.0631705913
1946,141225.87651247834
1947,324205.707997581
1948,174053.6240635062
1949,245204.24467567433
1950,184919.58858154766
1951,258348.66668251506
1952,219364.7187915862
1953,170010.82752144348
1954,190946.769451846
1955,133477.40492999894
1956,294117.84125003486
1957,156883.57446129824
1958,327434.9066626333
1959,142715.5694840689
1960,120601.98155448848
1961,127336.9338294901
1962,98378.50945329819
1963,104138.95636692188
1964,109561.58186770962
1965,147499.50619540393
1966,143129.69573852647
1967,284206.4453790911
1968,444671.3051807852
1969,407407.3417730287
1970,446328.76747940265
1971,461146.8683704029
1972,385317.3835056191
1973,252360.40187127487
1974,330666.35552873655
1975,492504.10954313906
1976,269717.9095353526
1977,361356.7614152873
1978,359928.9721613165
1979,341895.2786163229
1980,193989.63985781587
1981,367341.42746009375
1982,227022.76031125043
1983,207499.17487682324
1984,165765.3030223414
1985,225225.1193745103
1986,216553.9275561318
1987,178872.2601635996
1988,182116.03676533405
1989,192517.829764793
1990,209791.4232160376
1991,240761.5073649801
1992,218168.44530813536
1993,168958.52709843632
1994,233991.03117831855
1995,184542.88793731647
1996,250729.8749782211
1997,323599.0436194309
1998,340220.39123825415
1999,252737.46477552693
2000,313258.02365296107
2001,254881.48719244785
2002,249157.00742213847
2003,264298.818623293
2004,275558.86160107685
2005,224706.57194092855
2006,226542.7780108737
2007,247711.24630862052
2008,216744.16156471448
2009,198890.45278518266
2010,190229.25756806263
2011,132860.16567859627
2012,179355.41333111026
2013,181623.58838237883
2014,185124.89906438065
2015,198690.86819165634
2016,194213.65973083276
2017,193274.55344081714
2018,124276.0751295465
2019,136412.9486646849
2020,108190.69663222686
2021,111742.52655994995
2022,176015.86847611825
2023,145173.02261905672
2024,252098.27153367765
2025,343699.88259972184
2026,173760.70360701933
2027,157279.9400131979
2028,148588.21658801424
2029,171360.35537112693
2030,282972.7284536481
2031,228482.2705639312
2032,259611.21124920278
2033,273937.382255848
2034,168284.45606658488
2035,215441.99739728592
2036,198168.4789652128
2037,197594.40471747145
2038,295894.64794794616
2039,220913.0250164359
2040,268763.727886778
2041,297247.403586245
2042,209659.66220335223
2043,169619.16936783458
2044,162306.84374344905
2045,206862.10428647356
2046,139115.0313021291
2047,146219.53788819324
2048,144469.04683074655
2049,135642.8924259511
2050,172083.65308781533
2051,109315.0559882604
2052,128947.22710519405
2053,148655.64190106894
2054,86675.67089575829
2055,162200.8038410678
2056,140660.20062504502
2057,112756.49829216067
2058,216889.20712976702
2059,135368.3299851606
2060,174258.31429437303
2061,179092.36429649862
2062,134108.28399944582
2063,118085.03562673688
2064,145482.14253389635
2065,121288.7705039505
2066,168821.13816915557
2067,116943.85197093185
2068,137938.10853523394
2069,84451.71513655447
2070,110963.2987507161
2071,97265.76009325222
2072,132070.07148285114
2073,146357.4512946086
2074,186927.96511358707
2075,149195.27677597184
2076,122418.51764964806
2077,158757.89442509314
2078,129719.5401368515
2079,131352.32857098719
2080,124643.36926217945
2081,127490.28892440676
2082,124193.25464086416
2083,140471.6238555826
2084,115250.42901396294
2085,121586.35082609863
2086,119701.57766035585
2087,113984.9194329971
2088,95374.88094165012
2089,75672.537702102
2090,142057.37529645942
2091,115660.0482931741
2092,126240.92454174429
2093,113470.49392356306
2094,125388.02305355392
2095,144253.22239871992
2096,81111.9798232911
2097,95540.64760583824
2098,145548.45214143072
2099,56015.74461949135
2100,90300.53730135736
2101,117252.89871659769
2102,123931.60970477462
2103,105418.3215833858
2104,130734.86023437839
2105,132828.55000839484
2106,64866.31669168194
2107,202451.18162925416
2108,116848.41894932342
2109,111916.5687676886
2110,131728.23116397127
2111,141720.31365734764
2112,146112.22975177923
2113,117125.013312515
2114,114105.76469091846
2115,164167.11699514577
2116,116042.21799713568
2117,153144.4655987162
2118,124779.69886155959
2119,113497.84325698017
2120,111944.40688514717
2121,98035.80538048824
2122,112697.8634778256
2123,86090.13121157503
2124,158809.65425270097
2125,127922.3714852485
2126,153428.5052123959
2127,147127.88585510207
2128,135577.92932529558
2129,97125.398426514
2130,140625.9501386321
2131,136944.34914238358
2132,116013.40555865028
2133,120493.14614460603
2134,131018.54908260328
2135,99136.62114895429
2136,68369.07921125166
2137,110339.11631085527
2138,136672.30358595945
2139,150137.16561306722
2140,139984.2664740114
2141,147777.2507628006
2142,125006.1447565124
2143,143153.01318989837
2144,118193.65875458583
2145,137836.46441185393
2146,173967.12930861948
2147,137118.6163577836
2148,135021.44071860245
2149,147933.5760586072
2150,224425.463626799
2151,115960.08221702011
2152,159850.68398016822
2153,163543.2588515899
2154,104930.70986755728
2155,132641.62790900457
2156,258247.43723422097
2157,228113.97326211762
2158,231360.38459941707
2159,205042.46093227068
2160,171347.1295501489
2161,241665.80964780803
2162,365240.3013749491
2163,360188.1944468503
2164,262756.86913121084
2165,202589.00691247018
2166,148664.80670116155
2167,216709.10028265096
2168,202531.29834084198
2169,195201.43939658414
2170,226355.5274795333
2171,150474.71651492323
2172,130334.09090364716
2173,167971.26559383367
2174,230199.60538886974
2175,306805.6371602543
2176,336685.0735527174
2177,237516.09948990808
2178,209849.41765297067
2179,141996.7058383071
2180,210251.85685439256
2181,192373.52787107407
2182,223412.73099025214
2183,191391.19555046642
2184,125096.08321669346
2185,105301.25539746475
2186,145204.38228228316
2187,147265.1561773705
2188,148883.79972850432
2189,220786.08374714598
2190,79366.13141033352
2191,81031.8063480181
2192,91798.1636026092
2193,103092.10501045118
2194,102285.97636730145
2195,108928.98292226203
2196,102276.34872320383
2197,122123.59694366835
2198,159351.112794155
2199,180933.83061551236
2200,143037.22665031845
2201,138769.48985432196
2202,215759.10680191932
2203,144291.6457283748
2204,193374.53473034335
2205,109818.8250528172
2206,139690.37782301
2207,224190.06990633626
2208,246401.42736620584
2209,212546.98978653486
2210,118006.57519623704
2211,120537.91364645695
2212,116246.76157408842
2213,99739.16599699228
2214,133236.266387432
2215,102354.96827745918
2216,141406.15724576233
2217,74482.21810547718
2218,76839.39196172956
2219,74344.01124204136
2220,70653.09380466274
2221,336681.0043770547
2222,270584.1898157885
2223,302694.15085810784
2224,205014.01056362584
2225,126238.50551334879
2226,178296.0047167261
2227,208764.78513694252
2228,270330.2253538556
2229,258724.62014606927
2230,157484.90294839107
2231,220033.81220915134
2232,174056.76728405926
2233,172918.69386946026
2234,249208.4175357837
2235,213453.00565492635
2236,266573.843665056
2237,340627.5430262832
2238,203994.04874079966
2239,112771.290541851
2240,159184.9038848163
2241,149717.72068897696
2242,123299.19277266329
2243,125356.55821315276
2244,104523.44662750482
2245,101923.53788963721
2246,148319.13265456862
2247,115201.72189742819
2248,125258.54692291199
2249,126192.9035039039
2250,134221.50232272848
2251,120462.41368197915
2252,168404.99071333295
2253,148796.65587453023
2254,175271.9925526952
2255,185126.1196938205
2256,183162.4353994099
2257,201865.2024509776
2258,163833.25464082303
2259,177707.9593768819
2260,157537.70695528746
2261,183886.1825399548
2262,199782.28838867208
2263,377293.5734056179
2264,432043.41076014715
2265,168159.24548758255
2266,333076.9853673245
2267,380857.8738602583
2268,403499.66813695355
2269,148655.9063562012
2270,196697.02104179718
2271,221611.84226766665
2272,188249.45464190806
2273,161004.61451369998
2274,178084.90952329454
2275,159672.04165332366
2276,190759.60099110167
2277,183486.7563160971
2278,145552.5933910161
2279,122832.69146431956
2280,127376.05268347924
2281,165963.6557119705
2282,186099.68909250494
2283,104413.92918686262
2284,113088.7506638518
2285,149356.35024175042
2286,127830.8234681095
2287,371201.2721428772
2288,266218.9772167731
2289,393224.1590609462
2290,485736.6651183199
2291,337444.8612897675
2292,453737.3424206657
2293,484317.7669675251
2294,435135.5731111091
2295,456852.260489667
2296,284390.01176153816
2297,326645.77077225933
2298,352348.9826425533
2299,375567.57464580145
2300,341226.1890948262
2301,284208.7137635444
2302,246947.22780753922
2303,232231.38799939174
2304,240622.55043452635
2305,182742.42127556194
2306,181573.4699185778
2307,194236.4428614868
2308,218352.64577860158
2309,291128.16005419235
2310,212912.92490230247
2311,196770.55762846663
2312,175470.66846187873
2313,177346.66120532068
2314,167967.69690359352
2315,177579.164902985
2316,188340.76144099978
2317,176666.52230759995
2318,184436.97585077616
2319,182514.30563828006
2320,189442.21976578233
2321,253274.85876452905
2322,172072.99457083148
2323,185245.6157761853
2324,168055.30932260427
2325,212076.58083194567
2326,166496.1025912538
2327,204415.15245462093
2328,221980.81302896133
2329,188159.2934309812
2330,180070.76244256817
2331,361081.12418656226
2332,419340.57373079646
2333,322348.6768294597
2334,251833.19041623376
2335,268850.199183748
2336,330023.280919742
2337,203094.3803110411
2338,282072.7950381266
2339,208587.6616403898
2340,401718.6974744205
2341,219006.3150912048
2342,234776.74943089674
2343,229577.14547991485
2344,213320.9742447235
2345,238642.7973914654
2346,208600.28833319154
2347,199662.4553952346
2348,232205.09916660722
2349,176753.68328742002
2350,298763.3332702683
2351,256170.41688165435
2352,255541.372998847
2353,236588.997936658
2354,133411.13440011404
2355,146628.14421569643
2356,156379.50329751612
2357,198775.39219452575
2358,198032.06249222165
2359,126848.96215665554
2360,119639.17905270081
2361,148879.9958318764
2362,270184.6596415795
2363,132876.8914132933
2364,149168.63424602902
2365,218339.95737426786
2366,200913.73854594908
2367,232619.03538550023
2368,211398.13913491214
2369,228026.33683583076
2370,172568.9360055326
2371,173598.1275590224
2372,192438.76479561286
2373,279873.35289068514
2374,316342.58538384445
2375,266184.70856610144
2376,281879.2653999355
2377,335406.9394180599
2378,147439.84861639436
2379,201879.4949890097
2380,147118.12845533295
2381,168419.6502419038
2382,204638.7295642199
2383,202204.57306808865
2384,251563.9088406858
2385,162285.8376793718
2386,138929.11269941655
2387,138266.93973903923
2388,99928.71259995762
2389,124402.93488687385
2390,149853.4476618964
2391,141855.01591373366
2392,116630.46017030218
2393,173220.54982389187
2394,142078.87288925363
2395,205508.61462035007
2396,150683.39760743832
2397,218075.08168859183
2398,132651.47227764546
2399,56454.60173336599
2400,55078.13830508177
2401,112224.86608106883
2402,136479.5916169034
2403,136621.38283939363
2404,155064.86649435956
2405,161106.25115647004
2406,143348.1863120606
2407,126321.39193670203
2408,143573.07711151394
2409,124556.36874148648
2410,164551.43861537264
2411,121597.89410205923
2412,153725.3702642684
2413,131280.09637115593
2414,142414.36956193624
2415,131984.9113634533
2416,126767.44872020002
2417,134330.91023478314
2418,133885.28132889743
2419,124048.92641427471
2420,127901.31206290443
2421,145804.97866546866
2422,109502.4840534464
2423,123556.28117198705
2424,159386.04398810546
2425,174092.8103293726
2426,133059.15990117757
2427,141467.04809389944
2428,181846.20376471017
2429,118369.88043393809
2430,134317.03103609386
2431,107447.44158702319
2432,146140.9440712222
2433,150236.37807948896
2434,141669.08326508576
2435,149466.9791636501
2436,109940.84147972458
2437,112162.06711478381
2438,127563.06775705155
2439,106644.97530381802
2440,123385.47259837884
2441,94598.39191314242
2442,101771.92745821842
2443,119969.46664552254
2444,132018.5493355526
2445,81831.87262771459
2446,136499.29491750424
2447,181261.46018773402
2448,139106.81073777302
2449,106360.57827971576
2450,149155.92130030482
2451,127902.12463027854
2452,206618.5246343567
2453,93655.65982455661
2454,124236.29160502212
2455,116437.62821251112
2456,133681.97605463682
2457,124829.59252904828
2458,122484.84301077983
2459,109764.70325526042
2460,140243.50150889097
2461,122050.23892149865
2462,137586.12507848715
2463,124615.61507548674
2464,171873.54153279765
2465,142188.2635430938
2466,117396.88074139744
2467,138273.86116536253
2468,74994.51955008195
2469,76523.06720418908
2470,181258.59948732975
2471,191859.2818532581
2472,162778.33841245284
2473,121954.57105819069
2474,81498.9124538209
2475,228171.6117209309
2476,111981.13040649155
2477,129188.95555448641
2478,151129.41676443737
2479,108207.08723132218
2480,159559.4624387302
2481,121683.5165417915
2482,134501.74851920718
2483,116550.64479939875
2484,126071.0394561449
2485,128512.13074626951
2486,160556.3054362513
2487,171737.16402837602
2488,155420.6274128532
2489,143901.2433526523
2490,151557.22634360509
2491,88198.87203705951
2492,186998.08370800226
2493,141106.76229503087
2494,150178.90782920356
2495,89672.47508733263
2496,244066.6528657329
2497,149655.75860394278
2498,116569.93582687875
2499,90250.37383815397
2500,132969.7033377935
2501,130632.82692321652
2502,144611.31131959392
2503,87412.84252069601
2504,175105.30476481427
2505,221473.9174303509
2506,245827.79155252804
2507,295256.94591191225
2508,247845.33840969406
2509,214316.6152762244
2510,219062.83750316728
2511,175737.5865314823
2512,211100.62213591603
2513,220404.75317099944
2514,273147.30673378444
2515,149280.51586232576
2516,166876.86381479356
2517,141240.07077495975
2518,154453.09516215578
2519,226282.16849281444
2520,211179.7615841228
2521,188172.29409512898
2522,224705.97981552628
2523,121044.83514581392
2524,133248.44305645127
2525,146468.2538417667
2526,132974.5365596595
2527,116772.20057766234
2528,125614.17527392822
2529,130443.36045433248
2530,117571.11919635485
2531,248002.77868130768
2532,229482.4306146744
2533,195499.2211721935
2534,225165.95912562928
2535,313044.9619354596
2536,239897.4593776962
2537,233523.3572738235
2538,187248.32518053008
2539,187535.84991443148
2540,173022.75592707726
2541,183567.86693715563
2542,169527.31913501426
2543,130450.78585586377
2544,122600.377530865
2545,135803.57952902006
2546,124654.64294822805
2547,138288.10411389446
2548,152029.89462149635
2549,164105.1576532266
2550,268398.8053066471
2551,142827.30037359227
2552,126951.38209681975
2553,77585.24876919326
2554,102471.93041492654
2555,126898.24752487704
2556,100638.44531483272
2557,102186.23328236926
2558,158791.8939884145
2559,134711.78685216216
2560,140857.91216419826
2561,146118.98234408628
2562,135062.34424380783
2563,154885.53297579382
2564,200378.87980886106
2565,141182.39882078307
2566,163731.30767518142
2567,133356.073396985
2568,195788.33242438687
2569,203121.53376597905
2570,117521.66197660455
2571,171967.0924671506
2572,150705.5577744313
2573,215734.59992578236
2574,262633.5684940447
2575,129436.83511366833
2576,121408.52300118128
2577,153908.2261355874
2578,83275.68921319308
2579,69160.1457437647
2580,106084.75679581179
2581,103283.12993959278
2582,104350.55513273066
2583,273737.2237563164
2584,164227.51796482474
2585,171844.35732912004
2586,217716.25214583246
2587,200160.32825624975
2588,147395.25421922776
2589,150389.85488895854
2590,217816.18083466665
2591,213138.40171773746
2592,208183.19511620872
2593,261108.67971181608
2594,171573.0600630466
2595,195800.9315430349
2596,324817.41204937914
2597,184476.18241342777
2598,279225.3419721004
2599,320829.27202378656
2600,148039.80246965194
2601,153429.67320573836
2602,80601.47603414296
2603,92957.23182422935
2604,87408.25625839243
2605,74776.39895083847
2606,146887.18662702944
2607,192644.6142911275
2608,200420.67312136022
2609,167480.6740918829
2610,108451.11542872964
2611,119067.84174619382
2612,158520.12055023562
2613,133099.11681348927
2614,126439.94919272803
2615,156121.60474642718
2616,149999.33726206172
2617,174576.50762394734
2618,195724.8878587391
2619,194957.97908034475
2620,187011.26680966906
2621,174976.58956328046
2622,180260.74663766977
2623,243478.78307143776
2624,304271.639386661
2625,281242.3998668841
2626,169422.1696828093
2627,164705.73173486613
2628,471020.83909564174
2629,477181.77384147834
2630,357879.6133639585
2631,478485.8526578668
2632,441041.9969983594
2633,327749.44299623877
2634,427978.19568128284
2635,157786.73435246377
2636,178478.32051676736
2637,174560.69862722172
2638,256892.3246500296
2639,181957.7103446552
2640,150711.52368782143
2641,105589.35078733685
2642,189396.30404311657
2643,100445.220836031
2644,123095.86607445854
2645,109709.62851568515
2646,95306.22503207072
2647,100840.23598296977
2648,146211.16138122205
2649,142002.82759168177
2650,145175.39236168782
2651,146772.37192852024
2652,401055.3713132151
2653,233392.12902844232
2654,232483.01686312075
2655,409270.53792932
2656,316055.44934316236
2657,347691.31528686406
2658,310895.9247421811
2659,289656.1526937212
2660,354244.2639884359
2661,385765.34753003175
2662,370102.17216303525
2663,281779.82578902843
2664,281950.1757517308
2665,326647.1735151138
2666,289724.9886169148
2667,164683.09087732315
2668,176428.83662249934
2669,174627.09204861821
2670,274975.7476637442
2671,182135.72811328337
2672,193746.9661864635
2673,221871.50582162873
2674,208297.1926128879
2675,171576.47916571164
2676,188800.49651930536
2677,192202.12486598425
2678,249981.32628318924
2679,270019.9105081659
2680,296045.3386070302
2681,422921.7023347537
2682,323610.57523428416
2683,527195.2324910583
2684,313414.69465950737
2685,332633.7931608138
2686,253153.79445166836
2687,324311.14398293267
2688,211588.2910682438
2689,197542.20403383925
2690,416918.99955720606
2691,189200.15530324663
2692,133329.93232731786
2693,192799.79166365837
2694,132155.05729250095
2695,192804.25294652622
2696,189407.1530986983
2697,186637.3150223315
2698,181277.64440376294
2699,177702.31182041607
2700,158716.67987061178
2701,143869.46449550873
2702,115557.35054425959
2703,113573.88619481838
2704,140226.13061714233
2705,119253.32637617626
2706,115635.35814137476
2707,128217.93352931732
2708,135975.9752692155
2709,102954.42637953915
2710,126765.35391988042
2711,289194.2431171792
2712,382867.6940599941
2713,169999.3028796164
2714,150357.0209556918
2715,171164.54118592662
2716,144326.12366560192
2717,190950.39040283268
2718,223574.20323457322
2719,158650.6370681283
2720,168007.13305895153
2721,139788.5924669352
2722,160966.2817593835
2723,144500.20007396385
2724,129668.87786790327
2725,132533.09699353008
2726,150328.82669219896
2727,184269.69537802142
2728,179714.97502471242
2729,154416.16553653212
2730,145271.48491100364
2731,133097.46699732714
2732,130667.57231746866
2733,158731.5431917953
2734,146994.08669699062
2735,136978.5452411327
